,Company Name,Comapany Website,Address,Contact,Phone No.
2042,SCHOLTUS SPECIAL PRODUCTS B.V.,www.ssp-proline.com,De Hooge Hoek 44 3927 GG Renswoude The Netherlands,"Jan Smulders, Managing DirectorManaging DirectorJisse Arkes, Brand ManagerBrand Manager",+31 318 572 913
2043,SCHOUTEN EUROPE B.V.,www.schoutenfood.com,Burgstraat 12 4283 GG Giessen The Netherlands,"Erik Romme, Sales ManagerSales ManagerMaxim Parser, Sales ManagerSales Manager",+31 18 3446390
2044,SCHREYÖGG SRL,www.alps-coffee.it,Via Cutraun 62 39020 Parcines Italy,"Stefano Alderighi, Export ManagerExport ManagerPatrick Linser, Product ManagerProduct Manager",+39 0473967700
2045,I. SCHROEDER KG (GMBH & CO),www.iskg.de,Am Sandtorkai 37 20457 Hamburg Germany,"Peter Humbert, Chief Executive OfficerChief Executive OfficerSynco Jonkeren, Sales and Purchasing ManagerSales and Purchasing Manager",+49 40 37674 0
2046,SCHULPEN SCHUIM LEIDEN B.V.,www.multy.nl,P.O. Box 76 2300 AB Leiden The Netherlands,"Nino Schulpen, Managing DirectorManaging DirectorRalph Laman, Sales ManagerSales Manager",+31 71 5312 121
2047,DR. SCHUMACHER GMBH,www.schumacher-online.com,Am Roggenfeld 3 34323 Malsfeld Germany,"Sibel Kalaitzidis, Junior Managerin Consumer MarketingJunior Managerin Consumer Marketing",+49 5664 94 96 5800
2048,AZIENDE AGRICOLE SCYAVURU,www.scyavuru.com,Via Chiarenza 8 92016 Ribera Italy,"Rosalia Diliberto, Export ManagerExport ManagerRosario Tortorici, Legal RepresentativeLegal Representative",+39 0925 63297
2049,SDA GIDA TARIM ÜR. ITH. IHR. SAN. VE TIC. A.S.,www.sdafood.com,Ticaret Ve San. Odasi Bulv. No:9 TOSB Turgutlu 45400 Manisa Turkey,"Gölgen Kandemir, Sales ManagerSales ManagerEce Silahdar, Sales ExecutiveSales Executive",+90 232 464 33 50
2050,SEAN LOUGHNANE (GALWAY) LTD.,www.loughnanes.ie,"Tuam Road Industrial Estate, Tuam Road H91E2R5 Galway Ireland","Gerald Kirwan, Key Account ManagerKey Account ManagerDaire Loughnane, Managing DirectorManaging Director",+353 917 71236
2051,SEBA KIMYA SAN. VE TIC. A.S.,www.sebakimya.com,Aydinli Kosb Mah. Tuzla Kimya Sanayicileri Osb Tuna Cad. No:6 34953 Istanbul Turkey,"Burak Aktas, Export ManagerExport ManagerOktay Onder, Export Area ManagerExport Area Manager",
2052,"SEDA OUTSPAN IBERIA, S.L.U. - DIVISION OF OFI",www.sedaoutspan.com,"Paseo Padre Faustino Calvo, s/n PASEO PADRE FAUSTINO CALVO S/N 34005 Palencia Spain","Sachin Sachdev, Director GeneralDirector GeneralAlberto Fuertes, Communication and DG Office ManagerCommunication and DG Office Manager",+34 979 71 61 00
2053,SEDAT TAHIR TUK. MAD. SAN. A.S.,www.sedattahir.com,"Aso 1. Organize Sanayi Bolgesi Ural Cad. No:16 06930 Sincan, Ankara Turkey","Gökhan Tiritoglu, Vice General ManagerVice General ManagerBerk Gobelezoglu, Export SpecialistExport Specialist",+90 312 2673939
2054,SEDLECKÝ KAOLIN A.S.,www.sedlecky-kaolin.cz,Bozicany 167 362 26 Bozicany Czech Republic,"Vojtech Zítko, Chairman of the BoardChairman of the BoardMilan Petele, Sales DirectorSales Director",+420 353366220
2055,SEKTOR KIMYA,www.sektorkimya.com.tr,Serpil Sokak No 42 Kavacık Beykoz 34810 Istanbul Turkey,"Can Paul Basoglu, PartnerPartner",
2056,SEL CHEMIE B.V.,www.selchemie.com,P.O. Box 124 7120 AC Aalten The Netherlands,"Gerben Schepers, Managing DirectorManaging DirectorErna Brunekreeft, Customer ServiceCustomer Service",+31 543 471 956
2057,SELECTUM GMBH,www.selectum.at,Marie Curie Straße 8 3. Stock im Ecoplus Gebäude 2120 Wolkersdorf Austria,"Camilo Wolff, Chief Executive OfficerChief Executive OfficerHeidrun Weiß, MarketingMarketing",+43 676 5888 288
2058,SELUZ FRAGRANCE & FLAVOR COMPANY,www.seluz.com,Selimpasa Yeni San. Bol. 6043 Sk. No:6 Selimpasa Silivri 34570 Istanbul Turkey,"Ahmet Yigider, Marketing DirectorMarketing DirectorSimge Meric, Marketing ManagerMarketing Manager",+90 212 734 36 36
2059,SELVAN TARIM GIDA UR SAN TC LTD.,www.selvanfood.com,Mehmet Akif Ersoy Mah.1. Oteyaka Mevkii 65 Kemalpasa 35730 Izmir Turkey,"Elif Berna Sengul, Export Sale and Marketing ExecutiveExport Sale and Marketing Executive",+90 232 880 80 30
2060,SEM,www.semplastik.com.tr,"Alipasa Mah. Trablusgarp Bul. No:3-2 34570 Silivri, Istanbul Turkey","Özkan Celik, Trade ManagerTrade ManagerÜmit Direk, Sales AssistantSales Assistant",+90 212 7360737
2061,SENZORA B.V.,www.senzora.com,Munsterstraat 2a 7418 EV Deventer The Netherlands,"Bob Ruiter, Product ManagerProduct Manager",+31 570 683 333
2062,SEPTONA S.A.,www.septona.gr,"P.O. Box 95 32011 Inofita, Viotia Greece","Constantina Evangeliou, Chief Executive OfficerChief Executive OfficerDimitris Politis, Business Development ManagerBusiness Development Manager",+30 22620 31544
2063,DEVELOPMENT AGENCY OF SERBIA,www.ras.gov.rs,Kneza Milosa 12 11000 Belgrade Serbia,"Ines Novosel, AdvisorAdvisor",+381 11 3398 900
2064,SERES GOURMET ÜRETIM PAZARLAMA SAN VE TIC A.S,www.seresfoods.com,AOSB Mh. Eski Havaalani Cd. No:188/1 Cigli 35620 Izmir Turkey,"Zafer Evren, Chief Executive OfficerChief Executive OfficerDeniz Demir, Production ManagerProduction Manager",+90 533 323 6725
2065,SERPOL COSMETICS SP. Z O.O. SP.K.,www.serpol-cosmetics.pl,Nowa 2 62-290 Miescisko Poland,"Zdzislaw Serwatka, Company OwnerCompany OwnerRafayel Asatryan, Commercial DirectorCommercial Director",+48 61 427 80 79
2066,SER SPA,www.cere.it,"Strada Quaglia 26 10026 Santena, Torino Italy","Roberta Dagnino Dinicola, Key Account ManagerKey Account ManagerNicoletta Margarino, Candle Division Sales ManagerCandle Division Sales Manager",+39 011 9455 582
2067,SERTOP SP. Z O.O.,www.sertop.pl,Przemyslowa 58 43-100 Tychy Poland,"Marek Maciejewski, Export ManagerExport Manager",+48 322174808
2068,SEURODIS S.L.U,www.adamfoods.com,Travessera de Gracia 342 08025 Barcelona Spain,"Remi Guingant, Responsable de MDDResponsable de MDD",+93 365 90 00
2069,"SEWHA SEAFOOD CO., LTD.",www.sewhaseafood.com,"31 Hoecheon-Ro 26, Guemjung Gu 46260 Busan South Korea","Seonmin Bae, Overseas Sales ManagerOverseas Sales Manager",+82 1067002314
2070,SGAMBARO SPA,www.sgambaro.it,Via Chioggia 11/A 31030 Castello di Godego Italy,"Martina Durighello, Marketing ManagerMarketing Manager",+39 0423 760007
2071,SHAMIR SALADS,www.shamir-salads.com,Hamelacha St 2 Hartuv Ind. Zone A 9905502 Bet Shemesh Israel,"Michael Schneiderman, Vice President International SalesVice President International SalesHana Algazy, Export Logistic ManagerExport Logistic Manager",+972 546458909
2072,SHARMEEN FOODS (PVT.) LTD,www.sharmeenfoods.com,"511, Haji Adam Chambers Altaf Hussain Road 74000 Karachi Pakistan","Kaleem Siddiqui, Marketing ManagerMarketing ManagerMohammad Shakoor, Director OperationsDirector Operations",+92 3002030519
2073,SHB GMBH,www.shb-gmbh.com,Rossfelder Str. 64 74564 Crailsheim Germany,"Frank Bleecke, Export Sales ManagerExport Sales ManagerJens-Olaf Stolle, Managing DirectorManaging Director",+49 7951 9424 0
2074,SHRINATH FLEXI PACK PVT LTD,www.shrinathflexi.com,"Plot No. 8, IDA Mankhal, Maheshwaram Mandal RR District 501359 Hyderabad, Andhra Pradesh India","Ashish Dumane, Assistant Manager ExportsAssistant Manager ExportsAshish Malani, Director, Business DevelopmentDirector, Business Development",+91 7776059988
2075,SIA GALAS NAMS-ADAZI,www.galasnams.lv,Jurkalnes Iela 15/25 1046 Riga Latvia,"Olga Staltmane, Product ManagerProduct Manager",+371 29109097
2076,SIA MAX BAKERY,www.max-bakery.com,Spalu 1G 5404 Daugavpils Latvia,"Andis Daugulis, Board MemberBoard MemberPeter Fanøe-Christensen, Board MemberBoard Member",+371 22331886
2077,SIA MILZU!,www.veggycrush.com,"Milzu! Office, Delu Street 4 1004 Riga Latvia","Dina Motē, Export ManagerExport ManagerEnno Ence, Co-OwnerCo-Owner",+371 22336868
2078,"SIAM ORIGINAL FOOD CO., LTD.",www.siamoriginalfood.com,"31 Moo 4 Liabklong 10 Rd. Buengba, Nongsua 12170 Pathumthani Thailand","Sansern Rungin, Sales and Marketing ManagerSales and Marketing Manager",+66 290 573 00
2079,SIAS,www.sias.fr,"Rue du Champ Macret, BP 20041 80700 Roye France","Patrick Hennion, General ManagerGeneral ManagerCarla Mota, Sales and Marketing DirectorSales and Marketing Director",+33 0675253578
2080,SIA SYFUD,www.portlite.eu,Roņu Iela 6 3401 Liepaja Latvia,"Tomas Strumskas, Chief Operating OfficerChief Operating OfficerLaurynas Bloze, Commercial DirectorCommercial Director",+370 682 66 726
2081,SICAM - SOCIÉTÉ INDUSTRIELLE DES CONSERVES ALIMENTAIRES,www.sicam-tunisia.com,"Rue du textile, Z.I Sidi Rézig 2033 Megrine Tunisia","Said Bouthour, Export DirectorExport DirectorRamzi Soussi, Commercial DirectorCommercial Director",+216 93304530
2082,SIG COMBIBLOC GMBH,www.sig.biz,Rurstrasse 58 52441 Linnich Germany,"Carsten Haerup Christensen, Vice President Cluster EuropeVice President Cluster EuropeNorman Gierow, Head of Marketing EuropeHead of Marketing Europe",+49 2462 790
2083,SIGDAL BAKERI,www.sigdalbakeri.no/com,PB.54 Bakeverket 1300 Sandvika Norway,"Bahia El Ouzzani, Export CoordinatorExport CoordinatorNathalie Schneider, Export ManagerExport Manager",+47 33689718357
2084,SIGNATURE FLATBREADS LTD.,www.signatureflatbreads.co.uk,"Unit C, Chiltern Park, Boscombe Road LU5 4LT Dunstable United Kingdom","Emma El Achkar, International Account ManagerInternational Account ManagerKateb Amine Benchaoui, Head of EuropeHead of Europe",+44 1582 671611
2085,SILL DAIRY INTERNATIONAL SAS,www.sill-entreprises.com,"Le Raden, CS80001 29860 Plouvien France","Enric Escoda Perello, Business Development ManagerBusiness Development ManagerTristan Falc'hun, Export ManagerExport Manager",+33 298 40 90 30
2086,SILVERMILL NATURAL BEVERAGES PRIVATE LIMITED,www.silvermillgroup.com,"148/1, Kynsey Road 08 Colombo Sri Lanka","Amitha Silva, Group-Chief Marketing OfficerGroup-Chief Marketing OfficerNanda Kohona, DirectorDirector",+94 117 389 377
2087,SILVER PAIL DAIRY,www.silverpail.com,Dublin Road Fermoy P61 TN28 Cork Ireland,"Eamon Flavin, Commercial DirectorCommercial DirectorCatherine Hurley, Key Account ManagerKey Account Manager",+35 3860402339
2088,"SILVEX-INDÚSTRIA DE PLÁSTICOS E PAPÉIS, SA",www.silvex.pt,"Quinta da Brasileira, Lote 10 2130-999 Benavente Portugal","Hernani Magalhães, Marketing DirectorMarketing DirectorRute Sousa, Marketing DepartmentMarketing Department",+351 263 519180
2089,"SIMANDL, SPOL. S.R.O.",www.drink4u.eu,Dolni Marklovice 321 735 72 Petrovice u Karvine Czech Republic,"Pavel Rychtecky, Development ManagerDevelopment ManagerJakub Simandl, Sales DirectorSales Director",+420 737 283 779
2090,SIMENS ALIMENTARE SRL,www.simensalimentare.it,"Vicolo Francesco Baracca, 1 35018 San Martino di Lupari (PD) Italy","Angelo Guidolin, Sales DirectorSales Director",+39 049 5952588
2091,FEAST KITCHEN APS,www.simplefeast.com,Refsehalevej 59A 1432 Copenhagen Denmark,"Maximillian Lundin, Country ManagerCountry ManagerJonas Maltha, General ManagerGeneral Manager",+46 705722573
2092,SINAI KIMYA KIMYEVI MADDELER SAN. VE TIC. A.S,www.sinaikimya.com,Aydınlı Mh. Birlik O.S.B. Dogu Cd. N 5 Tuzla 34953 Istanbul Turkey,"Hakan Gündüz, International Sales ManagerInternational Sales Manager",+90 216 593 3810
2093,SINNACK BACKSPEZIALITÄTEN GMBH & CO. KG,www.sinnack.de,Harderhook 15 46395 Bocholt Germany,"Annabell Wittkopp, Customer ServiceCustomer ServiceLaurien Otzen, Dual StudentDual Student",+49 2871 2505 151
2094,SIOURAS S.A.,www.siouras.gr,Industrial Area of Volos 38500 Volos Greece,"Harris Siouras, Quality Assurance ManagerQuality Assurance ManagerAndrea Butturini, Sales ManagerSales Manager",+30 24210 91400
2095,SIROGOJNO COMPANY D.O.O.,www.sirogojno-company.com,Sirogojno b.b. 31207 Sirogojno Serbia,"Ana Ljubojevic, Business Development ManagerBusiness Development Manager",+381 63 618 515
2096,2 SISTERS STORTEBOOM B.V.,www.2sistersstorteboom.com,Voorthuizerstraat 148 3881 SL Putten The Netherlands,"Nicole Honing, Executive SecretaryExecutive Secretary",+31 887 530753
2097,SITOGLU PAZARLAMA TIC. LTD. STI.,www.sitoglu.com.tr,"Kocatepe Mah. Gumruk Iskelesi Cad. C16 Blok, No: 134 Mega Center Bayrampasa 34045 Istanbul Turkey","Aina Maresal, Export ManagerExport Manager",+90 532 563 18 62
2098,SIVOMATIC B.V.,www.sivomatic.nl,Appelweg 15 4782 PX Moerdijk The Netherlands,"Maryvonne Dumonceau, International Sales ManagerInternational Sales ManagerRob Voskuilen, International Sales ManagerInternational Sales Manager",+31 168 419 191
2099,SKARE FOOD A/S,www.skare.dk,Kongensgade 47 6070 Christiansfeld Denmark,"Hanne Kreiberg, Sales ManagerSales ManagerBrian Holst, Sales Director Retail ExportSales Director Retail Export",+45 74 561118
2100,"SKINDAUM CO., LTD",www.skindaum.com,"#236, 32 Dongguk-Ro, Ilsandong-gu 10326 Goyang-si South Korea","Michael Son, Assistant ManagerAssistant ManagerYoungkyoung Lee, CEOCEO",
2101,SKINNY GENIE BAKERY LLC,www.skinny-genie.com,"Al Manara Street, Al Quoze 1st PO Box #66618 Dubai United Arab Emirates","Yan Jolivet, Managing DirectorManaging Director",+971 502433211
2102,SKINOVATORS GMBH,www.skinovators.com,Bebersches Feld 1 37235 Hopfelde Germany,"Ariane Rudnick, Managing DirectorManaging Director",+49 5602 9099470
2103,SMAAK & CO BV,www.smaakenco.nl,Kubus 67 3364 DG Sliedrecht The Netherlands,"Marien Moree, Sales Manager ExportSales Manager ExportGerard Stasse, OwnerOwner",+31 184 430 730
2104,SMAKMAK SP. Z O.O.,www.smakmak.pl,"Strzyżewice, Ul. Balonowa 7a 64-100 Leszno Poland","Tomasz Średziński, Managing DirectorManaging DirectorAleksandra Pawliczak, Customer Service ManagerCustomer Service Manager",+48 509118937
2105,SMAPU GROUP S.R.L.,www.smapugroup.com,"Via Cadelferro, 32/b 37050 Oppeano (VR) Italy","Marco Carta, DirectorDirectorPaolo Romani, Export ManagerExport Manager",+39 045548478
2106,SMART MICROFIBER SYSTEM AB,www.smartmicrofiber.se,Albybergsringen 5 13769 Österhaninge Sweden,"Daniel Broman, Head of Marketing and Private LabelHead of Marketing and Private LabelPeter Burman, Managing DirectorManaging Director",+46 8 4492 470
2107,SMART ZEN CAPITAL SRL,www.smartzen.ro,"District 5, str. Tudor Vladimirescu Nr. 22 Green Gate Offices, 5th floor 050883 Bucharest Romania","Iva Atanasova, PresidentPresident",+40 743557055
2108,RS SMELLDRIVE SL,www.smelldrive.com,"Granollers 47, C-1 08173 Sant Cugat del Valles Spain","Raimond Sallent, OwnerOwner",+34 609031260
2109,SMILE COSMETICS VOSMANDROS DIM. S.A.,www.smilevos.gr,"Sindos Industrial Area, O.T. 38 D.A.12A 57022 Thessaloniki Greece","Dimitrios Vosmandros, President and Managing DirectorPresident and Managing DirectorManos Vosmandros, General Manager Marketing and SalesGeneral Manager Marketing and Sales",+30 2310 680 544
2110,SMILING BAKER SA,www.smilingbaker.be,Rue Cesar de Paepe 55 4683 Vivegnis Belgium,"Robin Nemayechi, Sales AgentSales AgentCharline Hovelmann, Responsable de ProductionResponsable de Production",+32 4 240 02 55
2111,SMP SRL,www.smp.srl,"Via Foggia, 47 76121 Barletta Italy","Gianluca Sfrecola, DirectorDirectorEnrica De Martino, Administrative EmployeeAdministrative Employee",+39 0883526148
2112,SNACK & BACK CP GMBH,www.snack-back.at,Europastrasse 26 8330 Feldbach Austria,"Dieter Buchberger, Managing DirectorManaging DirectorElisabeth Putz, Research and Development ManagerResearch and Development Manager",+43 3152 3512-20
2113,SNACK CONNECTION B.V.,www.snack-connection.nl,Expeditiestraat 1 4283 JE Giessen The Netherlands,"Marcel Tromp, Commercial ManagerCommercial ManagerKirsten de Koeijer, Trade MarketerTrade Marketer",+31 183 449 745
2114,SNACK FACTORY LTD.,www.scrubbys.co.uk,Unit 5 Culwell Trading Estate Woden Road WV10 0PG Wolverhampton United Kingdom,"Khalid Parvez, DirectorDirectorAdeel Parvez, SalesSales",+44 1902 450548
2115,SNACK GARDEN KFT.,www.snackgarden.eu,Szabadsag ut 80. 3378 Mezoszemere Hungary,"Ivan Janklovics, ManagerManager",+36 204867767
2116,SNACKING SERVICES,www.daunat.com,7 Allée Marie Berhaut 35000 Rennes France,"Mylène Moreau, Export ManagerExport ManagerGonzague Le Roux, OOH DirectorOOH Director",+33 6 82 84 02 64
2117,SNA GMBH,www.sna-grp.de,Walddörferstr. 43 22041 Hamburg Germany,"Mohammad Ale Hosseini, Head of MarketingHead of MarketingAlireza Ranjbar, Managing DirectorManaging Director",+49 40 7029 1142
2118,SNIPS S.R.L.,www.snips.it,Strada Provinciale 107 nr. 7 26816 Ossago Lodigiano Italy,"Alessandra Papetti, Export AssistantExport AssistantRaffaele Piacenza, General ManagerGeneral Manager",+39 0371 289943
2119,THE SOAP FARM,www.thesoapfarm.nl,Solingenstraat 33 7421 ZP Deventer The Netherlands,"Anja van Dingen, Manager Private LabelManager Private LabelMarc Koehl, Owner and Chief Executive OfficerOwner and Chief Executive Officer",+31 6 20064884
2120,SOAPWORKS LTD,www.soapworksltd.co.uk,Coltness Street Queenslie Park G33 4JD Glasgow United Kingdom,"Paul Stewart, Marketing ManagerMarketing ManagerClaire Caddis, Business Development DirectorBusiness Development Director",+44 141 774 2282
2121,SOCADO SRL,www.socado.com,Via Spagna 20 37069 Villafranca di Verona (vr) Italy,"Carla Manfredini, Export ManagerExport Manager",+39 0456 330 111
2122,SOCHIM INTERNATIONAL S.P.A.,www.sochim.com,Via Ghisolfa 86 20007 Cornaredo Italy,"Carolina Eigenmann, Chief Executive OfficerChief Executive OfficerCostanza Eigenmann, Chief Marketing OfficerChief Marketing Officer",+39 0262020
2123,SOCIETA SEMPLICE AGRICOLA FILIERA FUSERO,www.aziendaagricolafusero.it,Via Cuneo 41/a 12038 Savigliano Italy,"Alessandro Fusero, Sales ManagerSales ManagerAnna Basta, Junior Export ManagerJunior Export Manager",+39 01723 71548
2124,SOCIETE ETABLISSEMENT MICHEL NAJJAR SAL,www.cafenajjar.com,"Roumieh, Industrial Valley Cafe Najjar Building 90-492 Roumieh Lebanon","Lea Mansour, Business Development ManagerBusiness Development Manager",+96 11884830
2125,SOCIETE MEDDEB DES PRODUITS ALIMENTAIRES,www.smpa.tn,Zone Idustrielle Henchir Boutofeha 9000 Beja Tunisia,"Bassem Toumi, Industrial DirectorIndustrial DirectorMed Malek Juini, Operations ManagerOperations Manager",+216 29690045
2126,SOING D.O.O.,www.soing.net,Krizaniceva 13 42000 Varazdin Croatia,"Sinisa Soic, Chief Executive OfficerChief Executive OfficerIvana Zgrebec, Sales ManagerSales Manager",+385 42 744 599
2127,SOLAREC SA,www.solarec.be,Rue De Saint-Hubert 75 6800 Libramont-Chevigny Belgium,"Marine Léonard, Junior Brand ManagerJunior Brand ManagerGunter Peeters, UHT Business Development ManagerUHT Business Development Manager",+32 61229811
2128,SOLEN CIKOLATA GIDA SAN. VE TIC. A.S.,www.solen.com.tr,"Balance Gunesli, Mahmutbey Mahallesi, Tasocagi Yolu C 19/7 34218 Istanbul Turkey","Orhan Cavusculu, Sales ManagerSales Manager",+90 530 1794381
2129,SOLO ITALIA S.R.L.,www.solo-italia.com,Via Fratelli Cervi 41 20002 Ossona (MI) Italy,"Silvia Martucci, Head of Export & Food ServiceHead of Export & Food ServiceJean Paul Rippert, Chief Executive OfficerChief Executive Officer",+39 02 90380651
2130,SOMA BAKERY,www.somabakery.com,Bellweg 29 6101 XA Echt The Netherlands,"Kelly Heuts, Marketing ManagerMarketing ManagerSanne Rovers, MarketerMarketer",+31 612672279
2131,SORA KOZMETIK SANAYI TICARET A.S.,www.soracosmetics.com,Gazitepe Mah. Aybar Sok. No 7 Silivri 34570 Istanbul Turkey,"Emre Mahmutoglu, Export Area ManagerExport Area ManagerErcan Mutlu, General ManagerGeneral Manager",+90 212 738 8464
2132,SOSTER S.R.L.,www.sosterformaggi.it,Via della Roverella 1 36050 Monteviale Italy,"Mattia Soster, Sales ManagerSales Manager",+39 044 495 0052
2133,ETABL. J. SOUBRY NV,www.soubry.com,Verbrandhofstraat 51 8800 Roeselare Belgium,"Dominique Ramboer, Business Unit ManagerBusiness Unit ManagerMichel J. Soubry, Managing DirectorManaging Director",+32 512 22320
2134,SOUFFLET ALIMENTAIRE,www.soufflet.com,41 Rue du Petit Bruxelles 59300 Valenciennes France,"Joëlle Bourlet, Key Account ManagerKey Account ManagerLionel Tissut, Directeur ExportDirecteur Export",+33 6 43 54 42 21
2135,SOVENA ESPAÑA S.A.U.,www.sovenagroup.com,"Ctra. Rinconada-Brenes Km. 11,7 41310 Brenes, Sevilla Spain","Inma Garrido, Brand ManagerBrand Manager",+34 955 653 300
